Rank;PrimaryOutcomeMeasure;PrimaryOutcomeTimeFrame;OverallStatus;LastKnownStatus;LastUpdatePostDate
135;To determine the maximum tolerated dose (MTD) and to evaluate the safety and tolerability of daily oral dosing of DFP-11207 in patients with solid tumors|For food effect study: To assess PK profiles of DFP-11207 under fed and fasted conditions;"Continuous starting on day of first dose (Day 1) up to 30 days after last dose|Cycle 1, Day 1: pre dose, 4, 10, 24, and 48 hrs post-dose; Day 14: 2, 10 and 24 hrs post-dose; Day 16: pre-dose, 4, 10, and 24 hrs post-dose; Day 18: pre-dose; Day 23: 2 hrs post-dose; Day 29: 2 and 24 hrs post-dose. Cycle 2, Day 1: pre-dose";Completed,;January 29, 2019
136;Best Objective Response Rate;Up to 24 weeks;Terminated,;August 28, 2019
137;Safety and feasibility of combining RAD001 with carboplatin and etoposide in advanced solid tumors, with emphasis on SCLC.;Up to 1 year from start of treatment;Terminated,;January 9, 2018
138;Maximum Tolerable Dose (MTD) of E7080 Repeatedly Administered Twice a Day|DLT of E7080 Repeatedly Administered Twice a Day;up to 4 weeks|up to 4 weeks;Completed,;October 7, 2016
139;Measurement of blood flow, blood volume and transfer constant (Ktrans) with CT-Perfusion and PET/MR-perfusion in solid tumors.;18 months;Terminated,;December 16, 2016
140;Safety and tolerability indexes;2 years;Not yet recruiting,;June 2, 2022
141;To determine the maximum tolerated dose (MTD) of EMD 1204831 in subjects with advanced solid tumors;After first cycle of treatment;Terminated,;October 22, 2013
142;To evaluate AE,SAE and DLT of SYHA1801.|To evaluate the MTD of SYHA1801;28 days|through study completion, an average of 1 year;Recruiting,;June 9, 2020
143;to define the MTD of OVV-01|Number of participants with treatment-related adverse events as assessed by CTCAE v5.0;6 months|8 months;Recruiting,;March 23, 2023
144;Occurrence of study related adverse events;Until week 24;Unknown status;Recruiting;September 29, 2015
145;MTD at which fewer than one third of patients experience dose limiting toxicity as assessed by CTCAE v4.0|Incidence of treatment-related adverse events as assessed by CTCAE v4.0|Incidence of all adverse events as assessed by CTCAE v4.0, clinically significant changes in vital signs, ECGs and clinical laboratory tests;Day 28 (cycle 1)|Up to 35 days after the completion of study treatment|Up to 35 days after the completion of study treatment;Terminated,;February 14, 2022
146;To assess the maximum tolerated dose of weekly taxotere, cisplatin and CPT-11 in patients with incurable solid tumor malignancies.;3 years;Completed,;August 9, 2012
147;Maximum Plasma Concentration (Cmax) of Radiolabeled 14^C-Lenvatinib and Non-Radiolabeled Lenvatinib|Time of Maximum Plasma Concentration (Tmax) of Radiolabeled 14^C-Lenvatinib and Non-Radiolabeled Lenvatinib|Terminal Phase Rate Constant (λz) of Radiolabeled 14^C-Lenvatinib and Non-Radiolabeled Lenvatinib in Plasma|Terminal Exponential Half-life (t1/2) of Radiolabeled 14^C-Lenvatinib and Non-Radiolabeled Lenvatinib in Plasma|Area Under the Plasma Concentration-Time Curve From Time Zero to Time t (AUC(0-t))|Area Under the Plasma Concentration-Time Curve From Time Zero to Infinity (AUC(0-inf))|Percentage of Area Under the Plasma Concentration Curve Extrapolated to Infinity (%AUC(Extra))|Apparent Clearance (CL/F) of Lenvatinib From Plasma|Apparent Terminal Volume of Distribution in the Terminal Phase of Lenvatinib (Vz/F)|Renal Clearance of Lenvatinib (CLr)|Percentage Recovery of 14^C- Lenvatinib Related Material in the Urine|Percentage Recovery of 14^C- Lenvatinib Related Material in the Feces;Day 1 (pre-dose, post-dose at 15 and 30 minutes, 1, 2, 4, 6, 8 and 12 hours), Day 2 (24 hours), Day 3 (48 hours), Day 4 (72 hours), Day 5 (96 hours), Day 6 (120 hours), Day 7 (144 hours) and Day 8 (168 hours)|Day 1 (pre-dose, post-dose at 15 and 30 minutes, 1, 2, 4, 6, 8 and 12 hours), Day 2 (24 hours), Day 3 (48 hours), Day 4 (72 hours), Day 5 (96 hours), Day 6 (120 hours), Day 7 (144 hours) and Day 8 (168 hours)|Day 1 (pre-dose, post-dose at 15 and 30 minutes, 1, 2, 4, 6, 8 and 12 hours), Day 2 (24 hours), Day 3 (48 hours), Day 4 (72 hours), Day 5 (96 hours), Day 6 (120 hours), Day 7 (144 hours) and Day 8 (168 hours)|Day 1 (pre-dose, post-dose at 15 and 30 minutes, 1, 2, 4, 6, 8 and 12 hours), Day 2 (24 hours), Day 3 (48 hours), Day 4 (72 hours), Day 5 (96 hours), Day 6 (120 hours), Day 7 (144 hours) and Day 8 (168 hours)|Day 1 (pre-dose, post-dose at 15 and 30 minutes, 1, 2, 4, 6, 8 and 12 hours), Day 2 (24 hours), Day 3 (48 hours), Day 4 (72 hours), Day 5 (96 hours), Day 6 (120 hours), Day 7 (144 hours) and Day 8 (168 hours)|Day 1 (pre-dose, post-dose at 15 and 30 minutes, 1, 2, 4, 6, 8 and 12 hours), Day 2 (24 hours), Day 3 (48 hours), Day 4 (72 hours), Day 5 (96 hours), Day 6 (120 hours), Day 7 (144 hours) and Day 8 (168 hours)|Day 1 (pre-dose, post-dose at 15 and 30 minutes, 1, 2, 4, 6, 8 and 12 hours), Day 2 (24 hours), Day 3 (48 hours), Day 4 (72 hours), Day 5 (96 hours), Day 6 (120 hours), Day 7 (144 hours) and Day 8 (168 hours)|Day 1 (pre-dose, post-dose at 15 and 30 minutes, 1, 2, 4, 6, 8 and 12 hours), Day 2 (24 hours), Day 3 (48 hours), Day 4 (72 hours), Day 5 (96 hours), Day 6 (120 hours), Day 7 (144 hours) and Day 8 (168 hours)|Day 1 (pre-dose, post-dose at 15 and 30 minutes, 1, 2, 4, 6, 8 and 12 hours), Day 2 (24 hours), Day 3 (48 hours), Day 4 (72 hours), Day 5 (96 hours), Day 6 (120 hours), Day 7 (144 hours) and Day 8 (168 hours)|Pre-dose, post-dose at 0-6, 6-12, 12-18, 18-24, 24-30, 30-36, 36-42, 42-48, 48-72, 72-96, 96-120, 120-144, and 144-168 hours|Pre-dose, post-dose at 0-6, 6-12, 12-18, 18-24, 24-30, 30-36, 36-42, 42-48, 48-72, 72-96, 96-120, 120-144, and 144-168 hours|Day 1 to Day 8;Completed,;June 20, 2017
148;Objective response rate ([ORR]: Complete Response (CR) + Partial Response (PR)) based on RECIST Version 1.1|Prostate-specific antigen (PSA) response (for prostate cancer participants only) based on Prostate Cancer Working Group 2 (PCWG2) criteria|Primary PK 1|Primary PK 2|Primary PK 3;through study completion, an average of 1 year|through study completion, an average of 1 year|through study completion, an average of 1 year|through study completion, an average of 1 year|through study completion, an average of 1 year;Completed,;April 24, 2020
149;Composite of Pharmacokinetics of TKI258, FMI capsule (supplied in 100 mg strength) and FMI tablet (supplied in 250 mg strength), in patients with advanced solid tumors, excluding breast cancer based on PK parameters AUClast and Cmax;9 days;Completed,;December 21, 2020
150,,;Completed,;March 7, 2011
151;The primary objective of this study in adults with advanced or recurrent solid tumors or lymphoma is to evaluate the safety and tolerability of AR-12.;Every 2 Cycles (approximately 28 days per cycle);Completed,;January 29, 2014
152;Response Evaluation Criteria in Solid Tumors (RECIST v1.1);8 months;Completed,;November 12, 2021
153;Dose Limiting Toxicities (DLT);Up to 28 days;Recruiting,;January 31, 2022
154;Safety and Tolerability;up to 6 months;Completed,;February 10, 2022
155;Objective Response Rate (ORR), Defined as the Percentage of Participants With a Best Overall Response of Complete Response (CR) or Partial Response (PR) Based on RECIST v1.1 or RANO, in Participants With FGFR1-3 In-frame Fusions or FGFR2 Arrangements|ORR, Defined as the Percentage of Participants With a Best Overall Response of CR or PR Based on RECIST v1.1 or RANO, in Participants With Known or Likely Activating FGFR1-3 Mutations;up to 483 days|up to 449 days;Terminated,;March 20, 2023
156;To establish the safety, tolerability, and maximum tolerated dose (MTD) of nilotinib plus paclitaxel combination in patients with refractory solid tumors;Cycle 1;Recruiting,;March 27, 2023
157;Number of participants with Dose-limiting Toxicities (DLTs)|Number of participants with Acute Adverse Events (AEs)|Number of participants with Serious Adverse Events (SAEs)|Objective response rate (ORR)|Objective response rate (ORR)|Objective response rate (ORR);Beginning of cycle 3, or 30 days after the second cycle has started, whichever is earlier (each cycle is 21 days)|42 days post treatment.|48 months|Up to 18 weeks post treatment|Week 18 up to 24 months post treatment|Month 24 up to end of study (approximately 48 months);Not yet recruiting,;March 2, 2023
158;Determine minimal dose;2 years;Completed,;March 6, 2014
159;To determine the maximum tolerated dose (MTD) of RAD001 in combination with BIBF 1120 (150mg bid or 200mg bid) (endpoint: dose-limiting toxicities)|To evaluate the tolerability of BIBF1120 and RAD001 in combination (endpoints: assessment of adverse events (AEs) according to CTC-AE V4.0);Every visit|Every visit during the study;Completed,;May 20, 2016
160;To investigate the safety and tolerability IV MG1102;A minimum of 9 weeks;Terminated,;November 26, 2015
161;Recommended phase II dose of everolimus;1 year;Completed,;May 25, 2015
162;Safety evaluation indicators;12 months;Recruiting,;July 11, 2022
163;Feasibility of NGS on metastatic solid tumor tissue, in terms of number of patients screened, FMI test attempted, FMI test successful, and FMI tests results released to physicians|Feasibility of NGS result-based non-FDA-approved treatment plan, measured by reasons for ability or inability to receive an anti-cancer agent|Availability of recommended experimental regimens via clinical trials|Proportion of patients who have one recommended therapy|Proportion of patients who have multiple options recommended;Up to 18 months|Up to 18 months|Up to 18 months|Up to 18 months|Up to 18 months;Completed,;October 28, 2021
164;To characterize the safety and tolerability of LBH589, including acute and chronic toxicities in Japanese patients with advanced solid tumors.;First cycle;Completed,;December 19, 2020
165;Determine Maximum Tolerated Dose of BPU;4 weeks (1 course of treatment for each subject);Completed,;March 25, 2013
166;Progression free survival (PFS);2 years;Unknown status;Recruiting;November 18, 2019
167;To define the maximum tolerated dose of oxaliplatin, gemcitabine and capecitabine in the treatment of patients with advanced gastrointestinal malignancies and other solid tumors.;At the end of dose escalation (approximately 18 months);Completed,;April 23, 2013
168;Maximum tolerated dose|Dose-limiting toxicity;measured at end of phase I|measured after every course;Completed,;June 11, 2010
169;Determine the feasibility and toxicity of tandem PBSC rescue following high dose chemotherapy as consolidation in pediatric patients with high risk solid tumors.;annually;Unknown status;Recruiting;October 11, 2010
170;Recommended phase II dose and maximum tolerated dose of sorafenib tosylate when administered in combination with cisplatin and etoposide or carboplatin and pemetrexed disodium;12 months;Completed,;April 24, 2012
171;Number of participants with treatment-related adverse events as assessed by CTCAE v4.03;At least 45 days;Recruiting,;September 2, 2022
172;Safety of TILs/CAR-TILs treatment in advanced solid cancers;up to 36 months;Recruiting,;February 28, 2023
173;Monotherapy (Modules 1 and 2): Progression free survival (percent) rate at 6 months using Investigator assessment according to Response Evaluation Criteria in Solid Tumours, version 1.1 (RECIST 1.1)|Combination therapy (Module 3): Objective response rate (ORR) using each patient's best overall response (BOR) according to RECIST 1.1;At 6 months|Up to 19 months;Recruiting,;December 14, 2022
174;Objective Response Rate (ORR) According to Response Evaluation Criteria in Solid Tumors (RECIST) 1.1 by Investigator's Assessment;Up to 3 years;Recruiting,;March 27, 2023
175;Progression Free Survival;Length of study;Completed,;February 21, 2014
176;Number of Participants with Dose Limiting Toxicities (DLTs)|Incidence and nature of participants with adverse events (AEs)|To determine the Maximum tolerated dose (MTD)/Recommended Phase II dose (RP2D) of KD6001 in subjects with solid tumors;Up to Day 28|Baseline until 30 days after last dose of KD6001|Baseline to study completion up to 2 years;Completed,;February 6, 2023
